   Num:    Value  Size Type    Bind   Vis      Ndx Name
   480: 00014f7c     0 NOTYPE  GLOBAL DEFAULT    2 __fp_szero
   434: 00014f88    10 FUNC    GLOBAL DEFAULT    2 __gesf2
   374: 00014f88     0 NOTYPE  GLOBAL DEFAULT    2 __gtsf2
   424: 00014f92     8 FUNC    GLOBAL DEFAULT    2 __mulsf3
   388: 00014fb8   210 FUNC    GLOBAL DEFAULT    2 __mulsf3x
   376: 00014fbe     0 NOTYPE  GLOBAL DEFAULT    2 __mulsf3_pse
   450: 0001506c    10 FUNC    GLOBAL DEFAULT    2 __unordsf2
   325: 00015076    40 NOTYPE  GLOBAL HIDDEN     2 __udivmodhi4
   260: 0001507e     0 NOTYPE  LOCAL  DEFAULT    2 __udivmodhi4_loop
   259: 0001508c     0 NOTYPE  LOCAL  DEFAULT    2 __udivmodhi4_ep
   445: 0001509e    46 NOTYPE  GLOBAL HIDDEN     2 __divmodsi4
   262: 000150bc     0 NOTYPE  LOCAL  DEFAULT    2 __divmodsi4_neg2
   263: 000150ca     0 NOTYPE  LOCAL  DEFAULT    2 __divmodsi4_exit
   423: 000150cc    16 NOTYPE  GLOBAL HIDDEN     2 __negsi2
   404: 000150dc    16 NOTYPE  GLOBAL HIDDEN     2 __tablejump2__
   482: 000150ec     6 NOTYPE  GLOBAL HIDDEN     2 __mulshisi3
   441: 000150f2    10 NOTYPE  GLOBAL HIDDEN     2 __mulohisi3
   344: 000150fc   312 FUNC    GLOBAL DEFAULT    2 malloc
   479: 00015234   274 FUNC    GLOBAL DEFAULT    2 free
   362: 00015346    10 FUNC    GLOBAL DEFAULT    2 abort
   426: 00015350    18 FUNC    GLOBAL DEFAULT    2 strcmp
   398: 00015362    30 FUNC    GLOBAL DEFAULT    2 strncpy
   433: 00015380    96 FUNC    GLOBAL DEFAULT    2 sprintf
   405: 000153e0    68 FUNC    GLOBAL DEFAULT    2 sscanf
   478: 00015424  1028 FUNC    GLOBAL DEFAULT    2 vfprintf
   239: 00015828    24 FUNC    LOCAL  DEFAULT    2 putval
   240: 00015840    70 FUNC    LOCAL  DEFAULT    2 mulacc
   241: 00015886    50 FUNC    LOCAL  DEFAULT    2 skip_spaces
   242: 000158b8   282 FUNC    LOCAL  DEFAULT    2 conv_int
   243: 000159d2   426 FUNC    LOCAL  DEFAULT    2 conv_brk
   451: 00015b7c   562 FUNC    GLOBAL DEFAULT    2 vfscanf
   366: 00015dae    22 FUNC    GLOBAL DEFAULT    2 strchr_P
   385: 00015dc4    22 FUNC    GLOBAL DEFAULT    2 strnlen_P
   369: 00015dda    22 FUNC    GLOBAL DEFAULT    2 strnlen
   432: 00015df0   120 FUNC    GLOBAL DEFAULT    2 fgetc
   439: 00015e68    96 FUNC    GLOBAL DEFAULT    2 fputc
   317: 00015ec8    48 FUNC    GLOBAL DEFAULT    2 ungetc
   337: 00015ef8   188 FUNC    GLOBAL DEFAULT    2 __ultoa_invert
   463: 00015fb4     0 NOTYPE  GLOBAL HIDDEN     2 _exit
   456: 00015fb4     0 NOTYPE  WEAK   HIDDEN     2 exit
   307: 00015fb6     0 NOTYPE  LOCAL  DEFAULT    2 __stop_program
   330: 00015fb8     0 NOTYPE  GLOBAL DEFAULT    2 _etext
   356: 00015fb8     0 NOTYPE  GLOBAL DEFAULT  ABS __data_load_start
   340: 0001721c     0 NOTYPE  GLOBAL DEFAULT  ABS __data_load_end
   472: 00100000     0 NOTYPE  GLOBAL DEFAULT  ABS __TEXT_REGION_LENGTH__
   389: 00800200     2 OBJECT  GLOBAL DEFAULT    1 __malloc_heap_end
     1: 00800200     0 SECTION LOCAL  DEFAULT    1 
   469: 00800200     0 NOTYPE  GLOBAL DEFAULT    1 __data_start
   421: 00800200     0 NOTYPE  GLOBAL DEFAULT  ABS __DATA_REGION_ORIGIN__
   348: 00800202     2 OBJECT  GLOBAL DEFAULT    1 __malloc_heap_start
   473: 00800204     2 OBJECT  GLOBAL DEFAULT    1 __malloc_margin
   149: 00800206     2 OBJECT  LOCAL  DEFAULT    1 _ZL10delimiters
   164: 00800208     8 OBJECT  LOCAL  DEFAULT    1 Adafruit_sensors
   204: 00800210    18 OBJECT  LOCAL  DEFAULT    1 _ZTV14HardwareSerial
   205: 00800222    18 OBJECT  LOCAL  DEFAULT    1 _ZTV7TwoWire
   217: 00800234    14 OBJECT  LOCAL  DEFAULT    1 _ZTV10mp3_device
   216: 00800242    14 OBJECT  LOCAL  DEFAULT    1 _ZTV12relay_device
   215: 00800250    14 OBJECT  LOCAL  DEFAULT    1 _ZTV10LED_device
   214: 0080025e    14 OBJECT  LOCAL  DEFAULT    1 _ZTV12servo_device
   213: 0080026c    14 OBJECT  LOCAL  DEFAULT    1 _ZTV15Adafruit_BNO055
   212: 0080027a     6 OBJECT  LOCAL  DEFAULT    1 _ZTV26ProgMemArray_values_reader
   206: 00800280     6 OBJECT  LOCAL  DEFAULT    1 _ZTV25NormalArray_values_reader
   211: 00800286   372 OBJECT  LOCAL  DEFAULT    1 _ZL19Voice_Player_values
   210: 008003fa   372 OBJECT  LOCAL  DEFAULT    1 _ZL21Pneumatic_Back_values
   209: 0080056e   372 OBJECT  LOCAL  DEFAULT    1 _ZL16Eyes_LEDs_values
   208: 008006e2   372 OBJECT  LOCAL  DEFAULT    1 _ZL29Head_Vertical_Rotation_values
   207: 00800856   372 OBJECT  LOCAL  DEFAULT    1 _ZL31Head_Horizontal_Rotation_values
   180: 00801464    20 OBJECT  LOCAL  DEFAULT    3 MouthDegreeSettings
   448: 00801464     0 NOTYPE  GLOBAL DEFAULT    1 _edata
     3: 00801464     0 SECTION LOCAL  DEFAULT    3 
   416: 00801464     0 NOTYPE  GLOBAL DEFAULT    3 __bss_start
   396: 00801464     0 NOTYPE  GLOBAL DEFAULT    1 __data_end
   179: 00801478     2 OBJECT  LOCAL  DEFAULT    3 MouthDegreeSettingsIndex
   196: 0080147a     2 OBJECT  LOCAL  DEFAULT    3 AdafruitImuHeadMouthAudioDelay
   195: 0080147c     2 OBJECT  LOCAL  DEFAULT    3 AdafruitImuHeadMouthAudioFile
   194: 0080147e     4 OBJECT  LOCAL  DEFAULT    3 AdafruitImuHeadMouthTimeout
   193: 00801482     4 OBJECT  LOCAL  DEFAULT    3 AdafruitImuHeadMouthPeriodMs
   192: 00801486     1 OBJECT  LOCAL  DEFAULT    3 AdafruitImuHeadMouthEnabled
   191: 00801487    12 OBJECT  LOCAL  DEFAULT    3 ImuMouthCtrlRefFrame
   178: 00801493     2 OBJECT  LOCAL  DEFAULT    3 NumMouthDegreeSettings
   176: 00801495     4 OBJECT  LOCAL  DEFAULT    3 AdafruitImuMouthCtrlTimeout
   190: 00801499     2 OBJECT  LOCAL  DEFAULT    3 AdafruitImuMouthCtrlSensor
   177: 0080149b     4 OBJECT  LOCAL  DEFAULT    3 AdafruitImuMouthCtrlPeriodMsec
   175: 0080149f     1 OBJECT  LOCAL  DEFAULT    3 AdafruitImuMouthCtrlEnabled
   174: 008014a0    16 OBJECT  LOCAL  DEFAULT    3 AdafruitImusPitchDiffControl
   173: 008014b0     1 OBJECT  LOCAL  DEFAULT    3 AdafruitImusPitchDiffEnabled
   161: 008014b1     4 OBJECT  LOCAL  DEFAULT    3 AdafruitSensorReadTimeout
   163: 008014b5     2 OBJECT  LOCAL  DEFAULT    3 AdafruitSensorToVisualize
   162: 008014b7     4 OBJECT  LOCAL  DEFAULT    3 AdafruitSensorReadPeriodMsec
   160: 008014bb     1 OBJECT  LOCAL  DEFAULT    3 Adafruit3DVisualizeEnabled
   147: 008014bc   100 OBJECT  LOCAL  DEFAULT    3 cmdLine
    77: 00801520     1 OBJECT  LOCAL  DEFAULT    3 twi_timed_out_flag
    72: 00801521    32 OBJECT  LOCAL  DEFAULT    3 twi_txBuffer
    70: 00801541     1 OBJECT  LOCAL  DEFAULT    3 twi_txBufferLength
   231: 00801542     1 OBJECT  LOCAL  DEFAULT    3 twi_txBufferIndex
   230: 00801543    32 OBJECT  LOCAL  DEFAULT    3 twi_rxBuffer
   229: 00801563     1 OBJECT  LOCAL  DEFAULT    3 twi_rxBufferIndex
   228: 00801564     1 OBJECT  LOCAL  DEFAULT    3 timer0_fract
    64: 00801565     4 OBJECT  LOCAL  DEFAULT    3 timer0_millis
    61: 00801569     4 OBJECT  LOCAL  DEFAULT    3 timer0_overflow_count
   219: 0080156d     2 OBJECT  LOCAL  DEFAULT    3 twi_onSlaveReceive
   218: 0080156f     2 OBJECT  LOCAL  DEFAULT    3 twi_onSlaveTransmit
    99: 00801571     1 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire14rxBufferLengthE
    98: 00801572     1 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire13rxBufferIndexE
   199: 00801573    40 OBJECT  LOCAL  DEFAULT    3 ImuMouthServoControl
   198: 0080159b    40 OBJECT  LOCAL  DEFAULT    3 ImuHeadHorizontalServoControl
   197: 008015c3    40 OBJECT  LOCAL  DEFAULT    3 ImuHeadVerticalServoControl
   200: 008015eb     4 OBJECT  LOCAL  DEFAULT    3 prop_user_control_timeout
   159: 008015ef     2 OBJECT  LOCAL  DEFAULT    3 dbg_prop_user_control_state
   148: 008015f1     1 OBJECT  LOCAL  DEFAULT    3 cmdComplete
   146: 008015f2     2 OBJECT  LOCAL  DEFAULT    3 cmdLineIndex
    92: 008015f4    32 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire8rxBufferE
    75: 00801614     1 OBJECT  LOCAL  DEFAULT    3 twi_inRepStart
    86: 00801615     1 OBJECT  LOCAL  DEFAULT    3 twi_slarw
    85: 00801616    32 OBJECT  LOCAL  DEFAULT    3 twi_masterBuffer
    83: 00801636     1 OBJECT  LOCAL  DEFAULT    3 twi_masterBufferLength
    82: 00801637     1 OBJECT  LOCAL  DEFAULT    3 twi_masterBufferIndex
    81: 00801638     1 OBJECT  LOCAL  DEFAULT    3 twi_error
    74: 00801639     1 OBJECT  LOCAL  DEFAULT    3 twi_sendStop
    71: 0080163a     1 OBJECT  LOCAL  DEFAULT    3 twi_state
    88: 0080163b     1 OBJECT  LOCAL  DEFAULT    3 twi_do_reset_on_timeout
    87: 0080163c     4 OBJECT  LOCAL  DEFAULT    3 twi_timeout_us
    90: 00801640     1 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire12transmittingE
    89: 00801641     1 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire13txBufferIndexE
    84: 00801642    32 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire8txBufferE
    80: 00801662     1 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire9txAddressE
    79: 00801663     1 OBJECT  LOCAL  DEFAULT    3 _ZN7TwoWire14txBufferLengthE
    59: 00801664     1 OBJECT  LOCAL  DEFAULT    3 _ZN8PWMServo9attachedCE
    58: 00801665     1 OBJECT  LOCAL  DEFAULT    3 _ZN8PWMServo9attachedBE
    57: 00801666     1 OBJECT  LOCAL  DEFAULT    3 _ZN8PWMServo9attachedAE
    45: 00801667   157 OBJECT  LOCAL  DEFAULT    3 Serial3
    47: 00801704   157 OBJECT  LOCAL  DEFAULT    3 Serial
   105: 008017a1    12 OBJECT  LOCAL  DEFAULT    3 Wire
    34: 008017ad    98 OBJECT  LOCAL  DEFAULT    3 Devices_Player
   119: 0080180f    10 OBJECT  LOCAL  DEFAULT    3 Voice_Player
   150: 00801819     6 OBJECT  LOCAL  DEFAULT    3 Pneumatic_Back_relay
   151: 0080181f     6 OBJECT  LOCAL  DEFAULT    3 Eyes_LEDs
   157: 00801825     8 OBJECT  LOCAL  DEFAULT    3 Head_Mouth_Rotation_servo
   153: 0080182d     8 OBJECT  LOCAL  DEFAULT    3 Head_Vertical_Rotation_servo
   152: 00801835     8 OBJECT  LOCAL  DEFAULT    3 Head_Horizontal_Rotation_servo
   202: 0080183d    10 OBJECT  LOCAL  DEFAULT    3 bno_mouth
   201: 00801847    10 OBJECT  LOCAL  DEFAULT    3 bno_head
   184: 00801851    10 OBJECT  LOCAL  DEFAULT    3 WerewolvesLondon_Voice_Reader
   183: 0080185b    10 OBJECT  LOCAL  DEFAULT    3 WerewolvesLondon_Mouth_Reader
   181: 00801865    10 OBJECT  LOCAL  DEFAULT    3 WerewolvesLondon_HeadHori_Reader
   182: 0080186f    10 OBJECT  LOCAL  DEFAULT    3 WerewolvesLondon_HeadVert_Reader
   158: 00801879    10 OBJECT  LOCAL  DEFAULT    3 DayO_Voice_Player_Reader
   156: 00801883    10 OBJECT  LOCAL  DEFAULT    3 DayO_MouthRotation_Reader
   154: 0080188d    10 OBJECT  LOCAL  DEFAULT    3 DayO_HeadHoriRotation_Reader
   155: 00801897    10 OBJECT  LOCAL  DEFAULT    3 DayO_HeadVertRotation_Reader
   189: 008018a1     8 OBJECT  LOCAL  DEFAULT    3 Voice_Player_Reader
   188: 008018a9     8 OBJECT  LOCAL  DEFAULT    3 Pneumatic_Back_Reader
   187: 008018b1     8 OBJECT  LOCAL  DEFAULT    3 Eyes_LEDs_Reader
   186: 008018b9     8 OBJECT  LOCAL  DEFAULT    3 Head_Vertical_Rotation_Reader
   185: 008018c1     8 OBJECT  LOCAL  DEFAULT    3 Head_Horizontal_Rotation_Reader
   329: 008018c9     2 OBJECT  GLOBAL DEFAULT    3 errno
   365: 008018cb     2 OBJECT  GLOBAL DEFAULT    3 __brkval
   458: 008018cd     2 OBJECT  GLOBAL DEFAULT    3 __flp
   358: 008018cf     0 NOTYPE  GLOBAL DEFAULT    3 __bss_end
   442: 008018cf     0 NOTYPE  GLOBAL DEFAULT    4 __heap_start
   449: 008018cf     0 NOTYPE  GLOBAL DEFAULT    4 _end
   387: 00810000     0 NOTYPE  GLOBAL DEFAULT    4 __eeprom_end
